Estac,Fecha,Altura(m),Caudal(m3/s)
3153,10/1/1972,0.65,0.95
3153,10/2/1972,0.82,3.06
3153,10/3/1972,1,6.6
3153,10/4/1972,0.84,3.42
3153,10/5/1972,1.1,10.25
3153,10/6/1972,1.14,11.75
3153,10/7/1972,1.04,8.06
3153,10/8/1972,1.22,14.7
3153,10/9/1972,1.12,11
3153,10/10/1972,0.87,3.96
3153,10/11/1972,0.78,2.44
3153,10/12/1972,1.02,7.33
3153,10/13/1972,1.09,9.88
3153,10/14/1972,0.96,5.72
3153,10/15/1972,0.93,5.1
3153,10/16/1972,0.72,1.66
3153,10/17/1972,0.84,3.42
3153,10/18/1972,0.94,5.3
3153,10/19/1972,0.94,5.3
3153,10/20/1972,1.22,14.7
3153,10/21/1972,1.1,10.25
3153,10/22/1972,1,6.6
3153,10/23/1972,0.98,6.16
3153,10/24/1972,0.96,5.72
3153,10/25/1972,0.98,6.16
3153,10/26/1972,1.04,8.06
3153,10/27/1972,1.1,10.25
3153,10/28/1972,1.02,7.33
3153,10/29/1972,1,6.6
3153,10/30/1972,0.98,6.16
3153,10/31/1972,0.98,6.16
3153,11/1/1972,1.28,16.8
3153,11/2/1972,1.27,16.45
3153,11/3/1972,1.44,23.3
3153,11/4/1972,2.42,82.85
3153,11/5/1972,2.76,115.1
3153,11/6/1972,2.5,90.25
3153,11/7/1972,2.72,111.2
3153,11/8/1972,3.12,158.6
3153,11/9/1972,2.68,107.3
3153,11/10/1972,2.1,59
3153,11/11/1972,2.24,68.6
3153,11/12/1972,2.19,64.85
3153,11/13/1972,2.02,53.8
3153,11/14/1972,1.92,47.7
3153,11/15/1972,2.16,62.9
3153,11/16/1972,1.44,23.3
3153,11/17/1972,0.86,3.78
3153,11/18/1972,0.96,5.72
3153,11/19/1972,0.94,5.3
3153,11/20/1972,0.96,5.72
3153,11/21/1972,0.97,5.94
3153,11/22/1972,0.96,5.72
3153,11/23/1972,1.24,15.4
3153,11/24/1972,1.08,9.52
3153,11/25/1972,1.64,32.5
3153,11/26/1972,2.15,62.25
3153,11/27/1972,2.16,62.9
3153,11/28/1972,1.39,21.1
3153,11/29/1972,1.39,21.1
3153,11/30/1972,1.31,17.9
3153,12/1/1972,1.08,9.52
3153,12/2/1972,1.08,9.52
3153,12/3/1972,1.3,17.5
3153,12/4/1972,1.12,11
3153,12/5/1972,1.1,10.25
3153,12/6/1972,1.15,12.12
3153,12/7/1972,1.15,12.12
3153,12/8/1972,1.96,50.1
3153,12/9/1972,2.32,74.8
3153,12/10/1972,2.52,92.1
3153,12/11/1972,2.56,95.8
3153,12/12/1972,1.01,6.97
3153,12/13/1972,2.82,121.4
3153,12/14/1972,2.52,92.1
3153,12/15/1972,1.45,23.75
3153,12/16/1972,1.06,8.79
3153,12/17/1972,1.09,9.88
3153,12/18/1972,1.12,11
3153,12/19/1972,1.12,11
3153,12/20/1972,1.14,11.75
3153,12/21/1972,1.15,12.12
3153,12/22/1972,1.16,12.5
3153,12/23/1972,1.16,12.5
3153,12/24/1972,1.16,12.5
3153,12/25/1972,1.16,12.5
3153,12/26/1972,1.28,16.8
3153,12/27/1972,1.5,26
3153,12/28/1972,2.08,57.7
3153,12/29/1972,2.4,81
3153,12/30/1972,2.16,62.9
3153,12/31/1972,1.96,50.1
3153,1/1/1973,1.12,11
3153,1/2/1973,1.1,10.25
3153,1/3/1973,1.08,9.52
3153,1/4/1973,1.08,9.52
3153,1/5/1973,1.07,9.15
3153,1/6/1973,1.05,8.43
3153,1/7/1973,1.04,8.06
3153,1/8/1973,1.04,8.06
3153,1/9/1973,1.02,7.33
3153,1/10/1973,0.98,6.16
3153,1/11/1973,1.01,6.97
3153,1/12/1973,1.01,6.97
3153,1/13/1973,1.4,21.5
3153,1/14/1973,1.94,48.9
3153,1/15/1973,1.02,7.33
3153,1/16/1973,1.04,8.06
3153,1/17/1973,1.38,20.7
3153,1/18/1973,1.21,14.35
3153,1/19/1973,1.12,11
3153,1/20/1973,1.08,9.52
3153,1/21/1973,1.08,9.52
3153,1/22/1973,1.12,11
3153,1/23/1973,1.04,8.06
3153,1/24/1973,0.9,4.5
3153,1/25/1973,0.9,4.5
3153,1/26/1973,0.87,3.96
3153,1/27/1973,0.83,3.24
3153,1/28/1973,0.84,3.42
3153,1/29/1973,0.84,3.42
3153,1/30/1973,1.36,19.9
3153,1/31/1973,2.1,59
3153,2/1/1973,1.64,32.5
3153,2/2/1973,1.27,16.45
3153,2/3/1973,1.75,38.25
3153,2/4/1973,2.34,76.35
3153,2/5/1973,1.79,40.45
3153,2/6/1973,0.98,6.16
3153,2/7/1973,0.98,6.16
3153,2/8/1973,0.98,6.16
3153,2/9/1973,0.88,4.14
3153,2/10/1973,0.97,5.94
3153,2/11/1973,0.97,5.94
3153,2/12/1973,0.97,5.94
3153,2/13/1973,0.98,6.16
3153,2/14/1973,0.97,5.94
3153,2/15/1973,0.88,4.14
3153,2/16/1973,0.76,2.18
3153,2/17/1973,0.7,1.4
3153,2/18/1973,0.68,1.22
3153,2/19/1973,0.7,1.4
3153,2/20/1973,0.7,1.4
3153,2/21/1973,0.7,1.4
3153,2/22/1973,0.7,1.4
3153,2/23/1973,0.64,0.86
3153,2/24/1973,0.66,1.04
3153,2/25/1973,0.68,1.22
3153,2/26/1973,0.66,1.04
3153,2/27/1973,0.64,0.86
3153,2/28/1973,0.67,1.13
3153,3/1/1973,0.68,1.22
3153,3/2/1973,0.66,1.04
3153,3/3/1973,0.68,1.22
3153,3/4/1973,0.55,0.25
3153,3/5/1973,0.8,2.7
3153,3/6/1973,1.42,22.4
3153,3/7/1973,1.4,21.5
3153,3/8/1973,0.86,3.78
3153,3/9/1973,0.74,1.92
3153,3/10/1973,0.66,1.04
3153,3/11/1973,0.63,0.77
3153,3/12/1973,0.74,1.92
3153,3/13/1973,0.71,1.53
3153,3/14/1973,0.66,1.04
3153,3/15/1973,0.66,1.04
3153,3/16/1973,0.66,1.04
3153,3/17/1973,0.67,1.13
3153,3/18/1973,0.7,1.4
3153,3/19/1973,0.68,1.22
3153,3/20/1973,0.66,1.04
3153,3/21/1973,0.66,1.04
3153,3/22/1973,0.68,1.22
3153,3/23/1973,0.68,1.22
3153,3/24/1973,0.68,1.22
3153,3/25/1973,0.68,1.22
3153,3/26/1973,0.67,1.13
3153,3/27/1973,0.67,1.13
3153,3/28/1973,0.68,1.22
3153,3/29/1973,0.68,1.22
3153,3/30/1973,0.67,1.13
3153,3/31/1973,0.67,1.13
3153,4/1/1973,0.68,1.22
3153,4/2/1973,0.68,1.22
3153,4/3/1973,0.68,1.22
3153,4/4/1973,0.68,1.22
3153,4/5/1973,0.68,1.22
3153,4/6/1973,0.67,1.13
3153,4/7/1973,0.65,0.95
3153,4/8/1973,0.65,0.95
3153,4/9/1973,0.8,2.7
3153,4/10/1973,0.6,0.5
3153,4/11/1973,0.55,0.25
3153,4/12/1973,0.54,0.2
3153,4/13/1973,0.55,0.25
3153,4/14/1973,0.63,0.77
3153,4/15/1973,0.64,0.86
3153,4/16/1973,0.64,0.86
3153,4/17/1973,0.64,0.86
3153,4/18/1973,0.64,0.86
3153,4/19/1973,0.65,0.95
3153,4/20/1973,0.65,0.95
3153,4/21/1973,0.65,0.95
3153,4/22/1973,0.64,0.86
3153,4/23/1973,0.64,0.86
3153,4/24/1973,0.64,0.86
3153,4/25/1973,0.63,0.77
3153,4/26/1973,0.62,0.68
3153,4/27/1973,0.62,0.68
3153,4/28/1973,0.64,0.86
3153,4/29/1973,0.64,0.86
3153,4/30/1973,0.63,0.77
3153,5/1/1973,0.64,0.86
3153,5/2/1973,0.66,1.04
3153,5/3/1973,0.67,1.13
3153,5/4/1973,0.68,1.22
3153,5/5/1973,0.72,1.66
3153,5/6/1973,0.76,2.18
3153,5/7/1973,0.58,0.4
3153,5/8/1973,0.52,0.1
3153,5/9/1973,0.53,0.15
3153,5/10/1973,0.57,0.35
3153,5/11/1973,0.65,0.95
3153,5/12/1973,0.62,0.68
3153,5/13/1973,0.52,0.1
3153,5/14/1973,0.64,0.86
3153,5/15/1973,0.64,0.86
3153,5/16/1973,0.64,0.86
3153,5/17/1973,0.65,0.95
3153,5/18/1973,0.88,4.14
3153,5/19/1973,0.84,3.42
3153,5/20/1973,1.13,11.37
3153,5/21/1973,1.01,6.97
3153,5/22/1973,1.32,18.3
3153,5/23/1973,1.32,18.3
3153,5/24/1973,1.31,17.9
3153,5/25/1973,1.1,10.25
3153,5/26/1973,1.2,14
3153,5/27/1973,1.2,14
3153,5/28/1973,1.16,12.5
3153,5/29/1973,0.6,0.5
3153,5/30/1973,0.74,1.92
3153,5/31/1973,0.76,2.18
3153,6/1/1973,0.74,1.92
3153,6/2/1973,0.73,1.79
3153,6/3/1973,0.84,3.42
3153,6/4/1973,0.76,2.18
3153,6/5/1973,0.8,2.7
3153,6/6/1973,0.82,3.06
3153,6/7/1973,0.8,2.7
3153,6/8/1973,0.72,1.66
3153,6/9/1973,0.76,2.18
3153,6/10/1973,0.94,5.3
3153,6/11/1973,0.79,2.57
3153,6/12/1973,0.78,2.44
3153,6/13/1973,0.8,2.7
3153,6/14/1973,0.66,1.04
3153,6/15/1973,0.65,0.95
3153,6/16/1973,0.84,3.42
3153,6/17/1973,0.78,2.44
3153,6/18/1973,0.76,2.18
3153,6/19/1973,0.72,1.66
3153,6/20/1973,0.6,0.5
3153,6/21/1973,0.56,0.3
3153,6/22/1973,0.56,0.3
3153,6/23/1973,0.55,0.25
3153,6/24/1973,0.54,0.2
3153,6/25/1973,0.61,0.59
3153,6/26/1973,0.62,0.68
3153,6/27/1973,0.63,0.77
3153,6/28/1973,0.62,0.68
3153,6/29/1973,0.61,0.59
3153,6/30/1973,0.61,0.59
3153,7/1/1973,0.61,0.59
3153,7/2/1973,0.62,0.68
3153,7/3/1973,0.6,0.5
3153,7/4/1973,0.6,0.5
3153,7/5/1973,0.6,0.5
3153,7/6/1973,0.6,0.5
3153,7/7/1973,0.58,0.4
3153,7/8/1973,0.59,0.45
3153,7/9/1973,0.58,0.4
3153,7/10/1973,0.6,0.5
3153,7/11/1973,0.59,0.45
3153,7/12/1973,0.59,0.45
3153,7/13/1973,0.58,0.4
3153,7/14/1973,0.59,0.45
3153,7/15/1973,0.6,0.5
3153,7/16/1973,0.6,0.5
3153,7/17/1973,0.6,0.5
3153,7/18/1973,0.6,0.5
3153,7/19/1973,0.6,0.5
3153,7/20/1973,0.6,0.5
3153,7/21/1973,0.6,0.5
3153,7/22/1973,0.6,0.5
3153,7/23/1973,0.59,0.45
3153,7/24/1973,0.6,0.5
3153,7/25/1973,0.58,0.4
3153,7/26/1973,0.56,0.3
3153,7/27/1973,0.56,0.3
3153,7/28/1973,0.56,0.3
3153,7/29/1973,0.56,0.3
3153,7/30/1973,0.58,0.4
3153,7/31/1973,0.58,0.4
3153,8/1/1973,0.6,0.5
3153,8/2/1973,0.6,0.5
3153,8/3/1973,0.6,0.5
3153,8/4/1973,0.62,0.68
3153,8/5/1973,0.64,0.86
3153,8/6/1973,0.62,0.68
3153,8/7/1973,0.61,0.59
3153,8/8/1973,0.61,0.59
3153,8/9/1973,0.61,0.59
3153,8/10/1973,0.59,0.45
3153,8/11/1973,0.57,0.35
3153,8/12/1973,0.56,0.3
3153,8/13/1973,0.56,0.3
3153,8/14/1973,0.56,0.3
3153,8/15/1973,0.56,0.3
3153,8/16/1973,0.57,0.35
3153,8/17/1973,0.62,0.68
3153,8/18/1973,0.74,1.92
3153,8/19/1973,0.64,0.86
3153,8/20/1973,0.64,0.86
3153,8/21/1973,0.59,0.45
3153,8/22/1973,0.54,0.2
3153,8/23/1973,0.56,0.3
3153,8/24/1973,0.56,0.3
3153,8/25/1973,0.56,0.3
3153,8/26/1973,0.56,0.3
3153,8/27/1973,0.56,0.3
3153,8/28/1973,0.56,0.3
3153,8/29/1973,0.56,0.3
3153,8/30/1973,0.57,0.35
3153,8/31/1973,0.58,0.4
3153,9/1/1973,0.58,0.4
3153,9/2/1973,0.58,0.4
3153,9/3/1973,0.58,0.4
3153,9/4/1973,0.56,0.3
3153,9/5/1973,0.56,0.3
3153,9/6/1973,0.56,0.3
3153,9/7/1973,0.56,0.3
3153,9/8/1973,0.56,0.3
3153,9/9/1973,0.56,0.3
3153,9/10/1973,0.56,0.3
3153,9/11/1973,0.57,0.35
3153,9/12/1973,0.58,0.4
3153,9/13/1973,0.58,0.4
3153,9/14/1973,0.58,0.4
3153,9/15/1973,0.58,0.4
3153,9/16/1973,0.59,0.45
3153,9/17/1973,0.56,0.3
3153,9/18/1973,0.56,0.3
3153,9/19/1973,0.56,0.3
3153,9/20/1973,0.56,0.3
3153,9/21/1973,0.57,0.35
3153,9/22/1973,0.57,0.35
3153,9/23/1973,0.57,0.35
3153,9/24/1973,0.57,0.35
3153,9/25/1973,0.58,0.4
3153,9/26/1973,0.6,0.5
3153,9/27/1973,0.6,0.5
3153,9/28/1973,0.6,0.5
3153,9/29/1973,0.6,0.5
3153,9/30/1973,0.6,0.5
3153,10/1/1973,0.58,0.4
3153,10/2/1973,0.63,0.77
3153,10/3/1973,0.58,0.4
3153,10/4/1973,0.57,0.35
3153,10/5/1973,0.57,0.35
3153,10/6/1973,0.57,0.35
3153,10/7/1973,0.58,0.4
3153,10/8/1973,0.57,0.35
3153,10/9/1973,0.57,0.35
3153,10/10/1973,0.58,0.4
3153,10/11/1973,0.58,0.4
3153,10/12/1973,0.58,0.4
3153,10/13/1973,0.58,0.4
3153,10/14/1973,0.59,0.45
3153,10/15/1973,0.59,0.45
3153,10/16/1973,0.59,0.45
3153,10/17/1973,0.59,0.45
3153,10/18/1973,0.59,0.45
3153,10/19/1973,0.7,1.4
3153,10/20/1973,0.58,0.4
3153,10/21/1973,0.58,0.4
3153,10/22/1973,0.58,0.4
3153,10/23/1973,0.58,0.4
3153,10/24/1973,0.58,0.4
3153,10/25/1973,0.58,0.4
3153,10/26/1973,0.61,0.59
3153,10/27/1973,0.61,0.59
3153,10/28/1973,0.61,0.59
3153,10/29/1973,0.61,0.59
3153,10/30/1973,0.62,0.68
3153,10/31/1973,0.62,0.68
3153,11/1/1973,0.67,1.13
3153,11/2/1973,0.74,1.92
3153,11/3/1973,0.72,1.66
3153,11/4/1973,0.72,1.66
3153,11/5/1973,0.74,1.92
3153,11/6/1973,0.89,4.32
3153,11/7/1973,0.8,2.7
3153,11/8/1973,0.76,2.18
3153,11/9/1973,0.74,1.92
3153,11/10/1973,0.71,1.53
3153,11/11/1973,0.71,1.53
3153,11/12/1973,0.65,0.95
3153,11/13/1973,0.63,0.77
3153,11/14/1973,0.58,0.4
3153,11/15/1973,0.62,0.68
3153,11/16/1973,0.62,0.68
3153,11/17/1973,0.62,0.68
3153,11/18/1973,0.66,1.04
3153,11/19/1973,0.6,0.5
3153,11/20/1973,0.6,0.5
3153,11/21/1973,0.6,0.5
3153,11/22/1973,0.6,0.5
3153,11/23/1973,0.7,1.4
3153,11/24/1973,0.74,1.92
3153,11/25/1973,0.68,1.22
3153,11/26/1973,0.67,1.13
3153,11/27/1973,0.67,1.13
3153,11/28/1973,0.67,1.13
3153,11/29/1973,0.67,1.13
3153,11/30/1973,0.65,0.95
3153,12/1/1973,0.65,0.95
3153,12/2/1973,0.65,0.95
3153,12/3/1973,0.64,0.86
3153,12/4/1973,0.64,0.86
3153,12/5/1973,0.64,0.86
3153,12/6/1973,0.64,0.86
3153,12/7/1973,0.64,0.86
3153,12/8/1973,0.64,0.86
3153,12/9/1973,0.64,0.86
3153,12/10/1973,0.64,0.86
3153,12/11/1973,0.64,0.86
3153,12/12/1973,0.64,0.86
3153,12/13/1973,0.64,0.86
3153,12/14/1973,0.64,0.86
3153,12/15/1973,0.64,0.86
3153,12/16/1973,0.64,0.86
3153,12/17/1973,0.64,0.86
3153,12/18/1973,0.64,0.86
3153,12/19/1973,0.64,0.86
3153,12/20/1973,0.72,1.66
3153,12/21/1973,0.78,2.44
3153,12/22/1973,0.74,1.92
3153,12/23/1973,1.02,7.33
3153,12/24/1973,0.97,5.94
3153,12/25/1973,0.84,3.42
3153,12/26/1973,0.78,2.44
3153,12/27/1973,0.76,2.18
3153,12/28/1973,0.72,1.66
3153,12/29/1973,0.72,1.66
3153,12/30/1973,0.72,1.66
3153,12/31/1973,0.72,1.66
3153,1/1/1974,0.72,1.66
3153,1/2/1974,0.72,1.66
3153,1/3/1974,0.72,1.66
3153,1/4/1974,0.72,1.66
3153,1/5/1974,0.72,1.66
3153,1/6/1974,0.9,4.5
3153,1/7/1974,1.03,7.69
3153,1/8/1974,0.95,5.5
3153,1/9/1974,0.98,6.16
3153,1/10/1974,0.96,5.72
3153,1/11/1974,0.9,4.5
3153,1/12/1974,0.85,3.6
3153,1/13/1974,0.8,2.7
3153,1/14/1974,0.8,2.7
3153,1/15/1974,0.78,2.44
3153,1/16/1974,0.76,2.18
3153,1/17/1974,0.74,1.92
3153,1/18/1974,0.72,1.66
3153,1/19/1974,0.7,1.4
3153,1/20/1974,0.7,1.4
3153,1/21/1974,0.7,1.4
3153,1/22/1974,0.7,1.4
3153,1/23/1974,0.68,1.22
3153,1/24/1974,0.68,1.22
3153,1/25/1974,0.61,0.59
3153,1/26/1974,0.66,1.04
3153,1/27/1974,0.66,1.04
3153,1/28/1974,0.66,1.04
3153,1/29/1974,0.66,1.04
3153,1/30/1974,0.68,1.22
3153,1/31/1974,0.7,1.4
3153,2/1/1974,0.7,1.4
3153,2/2/1974,0.7,1.4
3153,2/3/1974,0.78,2.44
3153,2/4/1974,0.76,2.18
3153,2/5/1974,0.76,2.18
3153,2/6/1974,0.74,1.92
3153,2/7/1974,0.72,1.66
3153,2/8/1974,0.76,2.18
3153,2/9/1974,0.76,2.18
3153,2/10/1974,0.78,2.44
3153,2/11/1974,0.95,5.5
3153,2/12/1974,1.3,17.5
3153,2/13/1974,1.64,32.5
3153,2/14/1974,1.25,15.75
3153,2/15/1974,1.34,19.1
3153,2/16/1974,1.24,15.4
3153,2/17/1974,1.23,15.05
3153,2/18/1974,1.12,11
3153,2/19/1974,0.82,3.06
3153,2/20/1974,1.44,23.3
3153,2/21/1974,1.28,16.8
3153,2/22/1974,0.67,1.13
3153,2/23/1974,0.7,1.4
3153,2/24/1974,0.83,3.24
3153,2/25/1974,0.94,5.3
3153,2/26/1974,1,6.6
3153,2/27/1974,1.02,7.33
3153,2/28/1974,0.98,6.16
3153,3/1/1974,0.97,5.94
3153,3/2/1974,0.96,5.72
3153,3/3/1974,0.97,5.94
3153,3/4/1974,1.22,14.7
3153,3/5/1974,1.64,32.5
3153,3/6/1974,1.68,34.5
3153,3/7/1974,1.42,22.4
3153,3/8/1974,0.85,3.6
3153,3/9/1974,1.22,14.7
3153,3/10/1974,1.24,15.4
3153,3/11/1974,1.26,16.1
3153,3/12/1974,1.29,17.15
3153,3/13/1974,1.15,12.12
3153,3/14/1974,0.75,2.05
3153,3/15/1974,0.72,1.66
3153,3/16/1974,0.7,1.4
3153,3/17/1974,0.68,1.22
3153,3/18/1974,0.68,1.22
3153,3/19/1974,0.67,1.13
3153,3/20/1974,0.69,1.31
3153,3/21/1974,0.68,1.22
3153,3/22/1974,0.8,2.7
3153,3/23/1974,1.17,12.88
3153,3/24/1974,1.22,14.7
3153,3/25/1974,1.4,21.5
3153,3/26/1974,2.1,59
3153,3/27/1974,2.18,64.2
3153,3/28/1974,1.95,49.5
3153,3/29/1974,2.14,61.6
3153,3/30/1974,2,52.5
3153,3/31/1974,1.32,18.3
3153,4/1/1974,1.28,16.8
3153,4/2/1974,1.25,15.75
3153,4/3/1974,1.22,14.7
3153,4/4/1974,1.15,12.12
3153,4/5/1974,1.09,9.88
3153,4/6/1974,1.04,8.06
3153,4/7/1974,1.02,7.33
3153,4/8/1974,0.98,6.16
3153,4/9/1974,0.99,6.38
3153,4/10/1974,1,6.6
3153,4/11/1974,1,6.6
3153,4/12/1974,1,6.6
3153,4/13/1974,1,6.6
3153,4/14/1974,0.98,6.16
3153,4/15/1974,1.08,9.52
3153,4/16/1974,1.25,15.75
3153,4/17/1974,1.22,14.7
3153,4/18/1974,1.2,14
3153,4/19/1974,0.88,4.14
3153,4/20/1974,0.9,4.5
3153,4/21/1974,0.92,4.9
3153,4/22/1974,0.93,5.1
3153,4/23/1974,1.38,20.7
3153,4/24/1974,1.3,17.5
3153,4/25/1974,0.82,3.06
3153,4/26/1974,0.7,1.4
3153,4/27/1974,0.68,1.22
3153,4/28/1974,0.68,1.22
3153,4/29/1974,0.76,2.18
3153,4/30/1974,0.68,1.22
3153,5/1/1974,0.67,1.13
3153,5/2/1974,0.66,1.04
3153,5/3/1974,0.67,1.13
3153,5/4/1974,0.68,1.22
3153,5/5/1974,0.67,1.13
3153,5/6/1974,0.67,1.13
3153,5/7/1974,0.67,1.13
3153,5/8/1974,0.67,1.13
3153,5/9/1974,0.67,1.13
3153,5/10/1974,0.67,1.13
3153,5/11/1974,0.67,1.13
3153,5/12/1974,0.64,0.86
3153,5/13/1974,0.64,0.86
3153,5/14/1974,0.65,0.95
3153,5/15/1974,0.64,0.86
3153,5/16/1974,0.64,0.86
3153,5/17/1974,0.64,0.86
3153,5/18/1974,0.64,0.86
3153,5/19/1974,0.64,0.86
3153,5/20/1974,0.76,2.18
3153,5/21/1974,0.66,1.04
3153,5/22/1974,0.64,0.86
3153,5/23/1974,0.63,0.77
3153,5/24/1974,0.6,0.5
3153,5/25/1974,0.58,0.4
3153,5/26/1974,0.62,0.68
3153,5/27/1974,0.64,0.86
3153,5/28/1974,0.6,0.5
3153,5/29/1974,0.6,0.5
3153,5/30/1974,0.6,0.5
3153,5/31/1974,0.6,0.5
3153,6/1/1974,0.64,0.86
3153,6/2/1974,0.63,0.77
3153,6/3/1974,0.63,0.77
3153,6/4/1974,0.62,0.68
3153,6/5/1974,0.61,0.59
3153,6/6/1974,0.61,0.59
3153,6/7/1974,0.61,0.59
3153,6/8/1974,0.62,0.68
3153,6/9/1974,0.62,0.68
3153,6/10/1974,0.64,0.86
3153,6/11/1974,0.62,0.68
3153,6/12/1974,0.62,0.68
3153,6/13/1974,0.62,0.68
3153,6/14/1974,0.62,0.68
3153,6/15/1974,0.61,0.59
3153,6/16/1974,0.61,0.59
3153,6/17/1974,0.61,0.59
3153,6/18/1974,0.6,0.5
3153,6/19/1974,0.59,0.45
3153,6/20/1974,0.56,0.3
3153,6/21/1974,0.57,0.35
3153,6/22/1974,0.56,0.3
3153,6/23/1974,0.56,0.3
3153,6/24/1974,0.56,0.3
3153,6/25/1974,0.6,0.5
3153,6/26/1974,0.57,0.35
3153,6/27/1974,0.64,0.86
3153,6/28/1974,0.9,4.5
3153,6/29/1974,0.72,1.66
3153,6/30/1974,0.68,1.22
3153,7/1/1974,0.62,0.68
3153,7/2/1974,0.6,0.5
3153,7/3/1974,0.57,0.35
3153,7/4/1974,0.57,0.35
3153,7/5/1974,0.57,0.35
3153,7/6/1974,0.58,0.4
3153,7/7/1974,0.59,0.45
3153,7/8/1974,0.58,0.4
3153,7/9/1974,0.58,0.4
3153,7/10/1974,0.58,0.4
3153,7/11/1974,0.6,0.5
3153,7/12/1974,0.6,0.5
3153,7/13/1974,0.58,0.4
3153,7/14/1974,0.6,0.5
3153,7/15/1974,0.6,0.5
3153,7/16/1974,0.59,0.45
3153,7/17/1974,0.6,0.5
3153,7/18/1974,0.57,0.35
3153,7/19/1974,0.6,0.5
3153,7/20/1974,0.57,0.35
3153,7/21/1974,0.57,0.35
3153,7/22/1974,0.57,0.35
3153,7/23/1974,0.56,0.3
3153,7/24/1974,0.57,0.35
3153,7/25/1974,0.57,0.35
3153,7/26/1974,0.57,0.35
3153,7/27/1974,0.57,0.35
3153,7/28/1974,0.57,0.35
3153,7/29/1974,0.57,0.35
3153,7/30/1974,0.57,0.35
3153,7/31/1974,0.57,0.35
3153,8/1/1974,0.57,0.35
3153,8/2/1974,0.57,0.35
3153,8/3/1974,0.57,0.35
3153,8/4/1974,0.56,0.3
3153,8/5/1974,0.56,0.3
3153,8/6/1974,0.56,0.3
3153,8/7/1974,0.57,0.35
3153,8/8/1974,0.57,0.35
3153,8/9/1974,0.57,0.35
3153,8/10/1974,0.58,0.4
3153,8/11/1974,0.58,0.4
3153,8/12/1974,0.58,0.4
3153,8/13/1974,0.58,0.4
3153,8/14/1974,0.58,0.4
3153,8/15/1974,0.58,0.4
3153,8/16/1974,0.58,0.4
3153,8/17/1974,0.57,0.35
3153,8/18/1974,0.57,0.35
3153,8/19/1974,0.57,0.35
3153,8/20/1974,0.57,0.35
3153,8/21/1974,0.57,0.35
3153,8/22/1974,0.57,0.35
3153,8/23/1974,0.57,0.35
3153,8/24/1974,0.57,0.35
3153,8/25/1974,0.58,0.4
3153,8/26/1974,0.58,0.4
3153,8/27/1974,0.57,0.35
3153,8/28/1974,0.57,0.35
3153,8/29/1974,0.57,0.35
3153,8/30/1974,0.57,0.35
3153,8/31/1974,0.57,0.35
3153,9/1/1974,0.57,0.35
3153,9/2/1974,0.57,0.35
3153,9/3/1974,0.57,0.35
3153,9/4/1974,0.57,0.35
3153,9/5/1974,0.57,0.35
3153,9/6/1974,0.57,0.35
3153,9/7/1974,0.57,0.35
3153,9/8/1974,0.57,0.35
3153,9/9/1974,0.58,0.4
3153,9/10/1974,0.58,0.4
3153,9/11/1974,0.58,0.4
3153,9/12/1974,0.58,0.4
3153,9/13/1974,0.58,0.4
3153,9/14/1974,0.58,0.4
3153,9/15/1974,0.58,0.4
3153,9/16/1974,0.58,0.4
3153,9/17/1974,0.58,0.4
3153,9/18/1974,0.57,0.35
3153,9/19/1974,0.57,0.35
3153,9/20/1974,0.57,0.35
3153,9/21/1974,0.58,0.4
3153,9/22/1974,0.58,0.4
3153,9/23/1974,0.58,0.4
3153,9/24/1974,0.59,0.45
3153,9/25/1974,0.59,0.45
3153,9/26/1974,0.59,0.45
3153,9/27/1974,0.59,0.45
3153,9/28/1974,0.59,0.45
3153,9/29/1974,0.59,0.45
3153,9/30/1974,0.59,0.45
3153,10/1/1974,0.6,0.5
3153,10/2/1974,0.61,0.59
3153,10/3/1974,0.88,4.14
3153,10/4/1974,0.62,0.68
3153,10/5/1974,0.58,0.4
3153,10/6/1974,0.58,0.4
3153,10/7/1974,0.68,1.22
3153,10/8/1974,0.58,0.4
3153,10/9/1974,0.58,0.4
3153,10/10/1974,0.58,0.4
3153,10/11/1974,0.58,0.4
3153,10/12/1974,0.58,0.4
3153,10/13/1974,0.58,0.4
3153,10/14/1974,0.58,0.4
3153,10/15/1974,0.58,0.4
3153,10/16/1974,0.58,0.4
3153,10/17/1974,0.58,0.4
3153,10/18/1974,0.63,0.77
3153,10/19/1974,0.76,2.18
3153,10/20/1974,0.63,0.77
3153,10/21/1974,0.62,0.68
3153,10/22/1974,0.62,0.68
3153,10/23/1974,0.62,0.68
3153,10/24/1974,0.62,0.68
3153,10/25/1974,0.62,0.68
3153,10/26/1974,0.62,0.68
3153,10/27/1974,0.62,0.68
3153,10/28/1974,0.63,0.77
3153,10/29/1974,0.63,0.77
3153,10/30/1974,0.62,0.68
3153,10/31/1974,0.62,0.68
3153,11/1/1974,0.62,0.68
3153,11/2/1974,0.62,0.68
3153,11/3/1974,0.62,0.68
3153,11/4/1974,0.63,0.77
3153,11/5/1974,0.63,0.77
3153,11/6/1974,0.63,0.77
3153,11/7/1974,0.63,0.77
3153,11/8/1974,0.63,0.77
3153,11/9/1974,0.63,0.77
3153,11/10/1974,0.63,0.77
3153,11/11/1974,0.63,0.77
3153,11/12/1974,0.63,0.77
3153,11/13/1974,0.63,0.77
3153,11/14/1974,0.63,0.77
3153,11/15/1974,0.63,0.77
3153,11/16/1974,0.64,0.86
3153,11/17/1974,0.66,1.04
3153,11/18/1974,0.66,1.04
